table_name_zh,table_name_en,序号,列名,中文名称,类型,空否,备注,说明解释,业务唯一性,表数据更新频率
公募基金_分级基金约定收益率,MF_FundAnEarning,7,YieldType,收益率类型,int,,收益率类型(YieldType)与(CT_SystemConst)表中的DM字段关联，令LB = 1792，得到收益率类型的具体描述：1-浮动，2-固定。,"1.本表记录分级基金的约定收益率的表达式和具体值，及相应的起始日期和截止日期等。
2.历史数据：2007年7月起-至今。
3.数据来源：基金产品招募说明书。","InnerCode,BeginDate",日更新
公募基金_分级基金约定收益率,MF_FundAnEarning,8,BeginDate,起始日期,datetime,,,"1.本表记录分级基金的约定收益率的表达式和具体值，及相应的起始日期和截止日期等。
2.历史数据：2007年7月起-至今。
3.数据来源：基金产品招募说明书。","InnerCode,BeginDate",日更新
公募基金_分级基金约定收益率,MF_FundAnEarning,9,EndDate,截止日期,datetime,,,"1.本表记录分级基金的约定收益率的表达式和具体值，及相应的起始日期和截止日期等。
2.历史数据：2007年7月起-至今。
3.数据来源：基金产品招募说明书。","InnerCode,BeginDate",日更新
公募基金_分级基金约定收益率,MF_FundAnEarning,10,YieldBenchmarkType,基准收益率类型,int,,基准收益率类型(YieldBenchmarkType)与(CT_SystemConst)表中的DM字段关联，令LB = 1012，得到基准收益率类型的具体描述：90-三个月整存整取定期存款利率，100-一年期整存整取定期存款利率，101-一年期定期存款利率(按付息日)，103-三年期定期存款利率，104-两年期定期存款利率，110-五年期定期存款利率，120...,"1.本表记录分级基金的约定收益率的表达式和具体值，及相应的起始日期和截止日期等。
2.历史数据：2007年7月起-至今。
3.数据来源：基金产品招募说明书。","InnerCode,BeginDate",日更新
公募基金_分级基金约定收益率,MF_FundAnEarning,11,TaxRateType,税率类型,int,,税率类型(TaxRateType)与(CT_SystemConst)表中的DM字段关联，令LB = 1793，得到税率类型的具体描述：1-税前，2-税后。,"1.本表记录分级基金的约定收益率的表达式和具体值，及相应的起始日期和截止日期等。
2.历史数据：2007年7月起-至今。
3.数据来源：基金产品招募说明书。","InnerCode,BeginDate",日更新
公募基金_分级基金约定收益率,MF_FundAnEarning,12,RelativeTaxRate,相关税率,"decimal(19,9)",,,"1.本表记录分级基金的约定收益率的表达式和具体值，及相应的起始日期和截止日期等。
2.历史数据：2007年7月起-至今。
3.数据来源：基金产品招募说明书。","InnerCode,BeginDate",日更新
公募基金_分级基金约定收益率,MF_FundAnEarning,13,YieldBenchmarkDate,收益率基准日,datetime,,,"1.本表记录分级基金的约定收益率的表达式和具体值，及相应的起始日期和截止日期等。
2.历史数据：2007年7月起-至今。
3.数据来源：基金产品招募说明书。","InnerCode,BeginDate",日更新
公募基金_分级基金约定收益率,MF_FundAnEarning,14,YieldBenchmarkDateExp,收益率基准日说明,varchar(500),,,"1.本表记录分级基金的约定收益率的表达式和具体值，及相应的起始日期和截止日期等。
2.历史数据：2007年7月起-至今。
3.数据来源：基金产品招募说明书。","InnerCode,BeginDate",日更新
公募基金_分级基金约定收益率,MF_FundAnEarning,15,YieldBenchmarkRate,收益率基准利率(%),"decimal(19,9)",,,"1.本表记录分级基金的约定收益率的表达式和具体值，及相应的起始日期和截止日期等。
2.历史数据：2007年7月起-至今。
3.数据来源：基金产品招募说明书。","InnerCode,BeginDate",日更新
公募基金_分级基金约定收益率,MF_FundAnEarning,16,YieldCoefficient,收益率系数,"decimal(19,9)",,,"1.本表记录分级基金的约定收益率的表达式和具体值，及相应的起始日期和截止日期等。
2.历史数据：2007年7月起-至今。
3.数据来源：基金产品招募说明书。","InnerCode,BeginDate",日更新
公募基金_分级基金约定收益率,MF_FundAnEarning,17,MinExYield,额外最低收益率(%),"decimal(19,9)",,,"1.本表记录分级基金的约定收益率的表达式和具体值，及相应的起始日期和截止日期等。
2.历史数据：2007年7月起-至今。
3.数据来源：基金产品招募说明书。","InnerCode,BeginDate",日更新
公募基金_分级基金约定收益率,MF_FundAnEarning,18,MaxExYield,额外最高收益率(%),"decimal(19,9)",,,"1.本表记录分级基金的约定收益率的表达式和具体值，及相应的起始日期和截止日期等。
2.历史数据：2007年7月起-至今。
3.数据来源：基金产品招募说明书。","InnerCode,BeginDate",日更新
公募基金_分级基金约定收益率,MF_FundAnEarning,19,MinPromisedYield,约定最低收益率(%),"decimal(19,9)",,,"1.本表记录分级基金的约定收益率的表达式和具体值，及相应的起始日期和截止日期等。
2.历史数据：2007年7月起-至今。
3.数据来源：基金产品招募说明书。","InnerCode,BeginDate",日更新
公募基金_分级基金约定收益率,MF_FundAnEarning,20,MaxPromisedYield,约定最高收益率(%),"decimal(19,9)",,,"1.本表记录分级基金的约定收益率的表达式和具体值，及相应的起始日期和截止日期等。
2.历史数据：2007年7月起-至今。
3.数据来源：基金产品招募说明书。","InnerCode,BeginDate",日更新
公募基金_分级基金约定收益率,MF_FundAnEarning,21,MinPromisedYieldPeriod,本期约定最低收益率(%),"decimal(19,9)",,,"1.本表记录分级基金的约定收益率的表达式和具体值，及相应的起始日期和截止日期等。
2.历史数据：2007年7月起-至今。
3.数据来源：基金产品招募说明书。","InnerCode,BeginDate",日更新
公募基金_分级基金约定收益率,MF_FundAnEarning,22,MaxPromisedYieldPeriod,本期约定最高收益率(%),"decimal(19,9)",,,"1.本表记录分级基金的约定收益率的表达式和具体值，及相应的起始日期和截止日期等。
2.历史数据：2007年7月起-至今。
3.数据来源：基金产品招募说明书。","InnerCode,BeginDate",日更新
公募基金_分级基金约定收益率,MF_FundAnEarning,23,Remark,备注说明,varchar(500),,,"1.本表记录分级基金的约定收益率的表达式和具体值，及相应的起始日期和截止日期等。
2.历史数据：2007年7月起-至今。
3.数据来源：基金产品招募说明书。","InnerCode,BeginDate",日更新
公募基金_分级基金约定收益率,MF_FundAnEarning,24,UpdateTime,更新时间,datetime,否,,"1.本表记录分级基金的约定收益率的表达式和具体值，及相应的起始日期和截止日期等。
2.历史数据：2007年7月起-至今。
3.数据来源：基金产品招募说明书。","InnerCode,BeginDate",日更新
公募基金_分级基金约定收益率,MF_FundAnEarning,25,JSID,JSID,bigint,否,,"1.本表记录分级基金的约定收益率的表达式和具体值，及相应的起始日期和截止日期等。
2.历史数据：2007年7月起-至今。
3.数据来源：基金产品招募说明书。","InnerCode,BeginDate",日更新
公募基金_分级基金约定收益率,MF_FundAnEarning,最后修改日期: 2017-04-19,,,,,,"1.本表记录分级基金的约定收益率的表达式和具体值，及相应的起始日期和截止日期等。
2.历史数据：2007年7月起-至今。
3.数据来源：基金产品招募说明书。","InnerCode,BeginDate",日更新
公募基金_分级基金阀值,MF_GFThresHold,1,ID,ID,bigint,否,,"1.记录分级基金不定期折算的阀值，即达到这个值，分级基金将进行上折或下折的操作。尤其是下折的操作，会对投资者产生较大的影响。
2.历史数据：2007年7月起-至今。
3.数据来源：基金产品招募说明书。","InnerCode,BeginDate,ThresHoldType,ReLation",日更新
公募基金_分级基金阀值,MF_GFThresHold,2,InnerCode,基金内部编码,int,否,基金内部编码（InnerCode）：与“证券主表（SecuMain）”中的“证券内部编码（InnerCode）”关联，得到基金的交易代码、简称等。,"1.记录分级基金不定期折算的阀值，即达到这个值，分级基金将进行上折或下折的操作。尤其是下折的操作，会对投资者产生较大的影响。
2.历史数据：2007年7月起-至今。
3.数据来源：基金产品招募说明书。","InnerCode,BeginDate,ThresHoldType,ReLation",日更新
公募基金_分级基金阀值,MF_GFThresHold,3,InfoPublDate,公告日期,datetime,,,"1.记录分级基金不定期折算的阀值，即达到这个值，分级基金将进行上折或下折的操作。尤其是下折的操作，会对投资者产生较大的影响。
2.历史数据：2007年7月起-至今。
3.数据来源：基金产品招募说明书。","InnerCode,BeginDate,ThresHoldType,ReLation",日更新
公募基金_分级基金阀值,MF_GFThresHold,4,BeginDate,起始日期,datetime,否,,"1.记录分级基金不定期折算的阀值，即达到这个值，分级基金将进行上折或下折的操作。尤其是下折的操作，会对投资者产生较大的影响。
2.历史数据：2007年7月起-至今。
3.数据来源：基金产品招募说明书。","InnerCode,BeginDate,ThresHoldType,ReLation",日更新
公募基金_分级基金阀值,MF_GFThresHold,5,EndDate,截止日期,datetime,,,"1.记录分级基金不定期折算的阀值，即达到这个值，分级基金将进行上折或下折的操作。尤其是下折的操作，会对投资者产生较大的影响。
2.历史数据：2007年7月起-至今。
3.数据来源：基金产品招募说明书。","InnerCode,BeginDate,ThresHoldType,ReLation",日更新
公募基金_分级基金阀值,MF_GFThresHold,6,ThresHoldType,阀值类型,int,,阀值类型（ThresHoldType）：与“系统常量表（CT_SystemConst）”中的“代码（DM）”关联，“LB=1873”，得到“阀值类型”描述等。1-固定净值，2-倍数,"1.记录分级基金不定期折算的阀值，即达到这个值，分级基金将进行上折或下折的操作。尤其是下折的操作，会对投资者产生较大的影响。
2.历史数据：2007年7月起-至今。
3.数据来源：基金产品招募说明书。","InnerCode,BeginDate,ThresHoldType,ReLation",日更新
公募基金_分级基金阀值,MF_GFThresHold,7,ReLation,条件关系,int,,条件关系(ReLation)与(CT_SystemConst)表中的DM字段关联，令LB = 1872，得到条件关系的具体描述：1-大于等于，2-大于，3-小于等于，4-小于。,"1.记录分级基金不定期折算的阀值，即达到这个值，分级基金将进行上折或下折的操作。尤其是下折的操作，会对投资者产生较大的影响。
2.历史数据：2007年7月起-至今。
3.数据来源：基金产品招募说明书。","InnerCode,BeginDate,ThresHoldType,ReLation",日更新
公募基金_分级基金阀值,MF_GFThresHold,8,ThresHold,阀值,"decimal(9,6)",,,"1.记录分级基金不定期折算的阀值，即达到这个值，分级基金将进行上折或下折的操作。尤其是下折的操作，会对投资者产生较大的影响。
2.历史数据：2007年7月起-至今。
3.数据来源：基金产品招募说明书。","InnerCode,BeginDate,ThresHoldType,ReLation",日更新
公募基金_分级基金阀值,MF_GFThresHold,9,TriggerDays,触发所需天数(日),int,,,"1.记录分级基金不定期折算的阀值，即达到这个值，分级基金将进行上折或下折的操作。尤其是下折的操作，会对投资者产生较大的影响。
2.历史数据：2007年7月起-至今。
3.数据来源：基金产品招募说明书。","InnerCode,BeginDate,ThresHoldType,ReLation",日更新
公募基金_分级基金阀值,MF_GFThresHold,10,SplitType,阀值折算方式,int,,,"1.记录分级基金不定期折算的阀值，即达到这个值，分级基金将进行上折或下折的操作。尤其是下折的操作，会对投资者产生较大的影响。
2.历史数据：2007年7月起-至今。
3.数据来源：基金产品招募说明书。","InnerCode,BeginDate,ThresHoldType,ReLation",日更新
公募基金_分级基金阀值,MF_GFThresHold,11,RelatedInnerCode,比较基金代码,int,,比较基金代码（RelatedInnerCode）：与“证券主表（SecuMain）”中的“证券内部编码（InnerCode）”关联，得到基金的交易代码、简称等。,"1.记录分级基金不定期折算的阀值，即达到这个值，分级基金将进行上折或下折的操作。尤其是下折的操作，会对投资者产生较大的影响。
2.历史数据：2007年7月起-至今。
3.数据来源：基金产品招募说明书。","InnerCode,BeginDate,ThresHoldType,ReLation",日更新
公募基金_分级基金阀值,MF_GFThresHold,12,TrampShareCon,份额折算说明,varchar(1000),,,"1.记录分级基金不定期折算的阀值，即达到这个值，分级基金将进行上折或下折的操作。尤其是下折的操作，会对投资者产生较大的影响。
2.历史数据：2007年7月起-至今。
3.数据来源：基金产品招募说明书。","InnerCode,BeginDate,ThresHoldType,ReLation",日更新
公募基金_分级基金阀值,MF_GFThresHold,13,IfEffected,是否有效,int,否,"是否有效(IfEffected)与(CT_SystemConst)表中的DM字段关联，令LB = 999 AND DM IN (1,2)，得到是否有效的具体描述：1-是，2-否。","1.记录分级基金不定期折算的阀值，即达到这个值，分级基金将进行上折或下折的操作。尤其是下折的操作，会对投资者产生较大的影响。
2.历史数据：2007年7月起-至今。
3.数据来源：基金产品招募说明书。","InnerCode,BeginDate,ThresHoldType,ReLation",日更新
公募基金_分级基金阀值,MF_GFThresHold,14,Remark,备注,varchar(1000),,,"1.记录分级基金不定期折算的阀值，即达到这个值，分级基金将进行上折或下折的操作。尤其是下折的操作，会对投资者产生较大的影响。
2.历史数据：2007年7月起-至今。
3.数据来源：基金产品招募说明书。","InnerCode,BeginDate,ThresHoldType,ReLation",日更新
公募基金_分级基金阀值,MF_GFThresHold,15,UpdateTime,更新时间,datetime,否,,"1.记录分级基金不定期折算的阀值，即达到这个值，分级基金将进行上折或下折的操作。尤其是下折的操作，会对投资者产生较大的影响。
2.历史数据：2007年7月起-至今。
3.数据来源：基金产品招募说明书。","InnerCode,BeginDate,ThresHoldType,ReLation",日更新
公募基金_分级基金阀值,MF_GFThresHold,16,JSID,JSID,bigint,否,,"1.记录分级基金不定期折算的阀值，即达到这个值，分级基金将进行上折或下折的操作。尤其是下折的操作，会对投资者产生较大的影响。
2.历史数据：2007年7月起-至今。
3.数据来源：基金产品招募说明书。","InnerCode,BeginDate,ThresHoldType,ReLation",日更新
公募基金_分级基金阀值,MF_GFThresHold,最后修改日期: 2017-04-19,,,,,,"1.记录分级基金不定期折算的阀值，即达到这个值，分级基金将进行上折或下折的操作。尤其是下折的操作，会对投资者产生较大的影响。
2.历史数据：2007年7月起-至今。
3.数据来源：基金产品招募说明书。","InnerCode,BeginDate,ThresHoldType,ReLation",日更新
公募基金_分级基金附表,MF_GradedFundFT,1,ID,ID,bigint,否,,"1.本表记录分级基金的份额配比数据。
2.历史数据：2007年7月起-至今。
3.数据来源：基金产品招募说明书。",2015年8月后无数据更新，但不排除后续会更新，故保留正常销售,不定时更新
公募基金_分级基金附表,MF_GradedFundFT,2,InnerCode,基金内部编码,int,否,基金内部编码（InnerCode）：与“证券主表（SecuMain）”中的“证券内部编码（InnerCode）”关联，得到基金的交易代码、简称等。,"1.本表记录分级基金的份额配比数据。
2.历史数据：2007年7月起-至今。
3.数据来源：基金产品招募说明书。",2015年8月后无数据更新，但不排除后续会更新，故保留正常销售,不定时更新
公募基金_分级基金附表,MF_GradedFundFT,3,EffectiveDate,生效日期,datetime,否,,"1.本表记录分级基金的份额配比数据。
2.历史数据：2007年7月起-至今。
3.数据来源：基金产品招募说明书。",2015年8月后无数据更新，但不排除后续会更新，故保留正常销售,不定时更新
公募基金_分级基金附表,MF_GradedFundFT,4,DataType,数据类别,int,否,数据类别(DataType)与(CT_SystemConst)表中的DM字段关联，令LB = 1770 AND DM = 20，得到数据类别的具体描述：20-份额配对转换比例。,"1.本表记录分级基金的份额配比数据。
2.历史数据：2007年7月起-至今。
3.数据来源：基金产品招募说明书。",2015年8月后无数据更新，但不排除后续会更新，故保留正常销售,不定时更新
公募基金_分级基金附表,MF_GradedFundFT,5,DataValue,数值,float,否,,"1.本表记录分级基金的份额配比数据。
2.历史数据：2007年7月起-至今。
3.数据来源：基金产品招募说明书。",2015年8月后无数据更新，但不排除后续会更新，故保留正常销售,不定时更新
公募基金_分级基金附表,MF_GradedFundFT,6,EndDate,截止日期,datetime,,,"1.本表记录分级基金的份额配比数据。
2.历史数据：2007年7月起-至今。
3.数据来源：基金产品招募说明书。",2015年8月后无数据更新，但不排除后续会更新，故保留正常销售,不定时更新
公募基金_分级基金附表,MF_GradedFundFT,7,UpdateTime,更新时间,datetime,否,,"1.本表记录分级基金的份额配比数据。
2.历史数据：2007年7月起-至今。
3.数据来源：基金产品招募说明书。",2015年8月后无数据更新，但不排除后续会更新，故保留正常销售,不定时更新
公募基金_分级基金附表,MF_GradedFundFT,8,JSID,JSID,bigint,否,,"1.本表记录分级基金的份额配比数据。
2.历史数据：2007年7月起-至今。
3.数据来源：基金产品招募说明书。",2015年8月后无数据更新，但不排除后续会更新，故保留正常销售,不定时更新
公募基金_分级基金附表,MF_GradedFundFT,最后修改日期: 2017-04-19,,,,,,"1.本表记录分级基金的份额配比数据。
2.历史数据：2007年7月起-至今。
3.数据来源：基金产品招募说明书。",2015年8月后无数据更新，但不排除后续会更新，故保留正常销售,不定时更新
公募基金主要财务指标(季报),MF_MainFinancialIndexQ,1,ID,ID,bigint,否,,"1.收录基金季报披露的基金主要财务指标，主要有基金的本期利润、期末单位净值、期末净资产值等数据。
2.历史数据：2004年6月起-至今。
3.信息来源：基金公司披露的定期报告。","InnerCode,EndDate",季更新
公募基金主要财务指标(季报),MF_MainFinancialIndexQ,2,InnerCode,基金内部编码,int,否,基金内部编码（InnerCode）：与“证券主表（SecuMain）”中的“证券内部编码（InnerCode）”关联，得到基金的交易代码、简称等。,"1.收录基金季报披露的基金主要财务指标，主要有基金的本期利润、期末单位净值、期末净资产值等数据。
2.历史数据：2004年6月起-至今。
3.信息来源：基金公司披露的定期报告。","InnerCode,EndDate",季更新
公募基金主要财务指标(季报),MF_MainFinancialIndexQ,3,InfoSource,信息来源,int,,信息来源(InfoSource)与(CT_SystemConst)表中的DM字段关联，令LB = 1032，得到信息来源的具体描述：1-招股说明书，2-招股意向书，3-配股说明书，4-上市公告书，5-年度报告，6-中期报告，7-公司章程，8-增发新股招股说明书，9-增发新股招股意向书，10-增发新股上市公告书，11-可转换债券募集说明书，12-可转换债券上市...,"1.收录基金季报披露的基金主要财务指标，主要有基金的本期利润、期末单位净值、期末净资产值等数据。
2.历史数据：2004年6月起-至今。
3.信息来源：基金公司披露的定期报告。","InnerCode,EndDate",季更新
公募基金主要财务指标(季报),MF_MainFinancialIndexQ,4,InfoPublDate,信息发布日期,datetime,,,"1.收录基金季报披露的基金主要财务指标，主要有基金的本期利润、期末单位净值、期末净资产值等数据。
2.历史数据：2004年6月起-至今。
3.信息来源：基金公司披露的定期报告。","InnerCode,EndDate",季更新
公募基金主要财务指标(季报),MF_MainFinancialIndexQ,5,EndDate,截止日期,datetime,否,,"1.收录基金季报披露的基金主要财务指标，主要有基金的本期利润、期末单位净值、期末净资产值等数据。
2.历史数据：2004年6月起-至今。
3.信息来源：基金公司披露的定期报告。","InnerCode,EndDate",季更新
公募基金主要财务指标(季报),MF_MainFinancialIndexQ,6,TotalProfit,基金本期利润,"decimal(19,4)",,,"1.收录基金季报披露的基金主要财务指标，主要有基金的本期利润、期末单位净值、期末净资产值等数据。
2.历史数据：2004年6月起-至今。
3.信息来源：基金公司披露的定期报告。","InnerCode,EndDate",季更新
公募基金主要财务指标(季报),MF_MainFinancialIndexQ,7,NetIncome,本期利润扣除本期公允价值变动损益后的净额,"decimal(19,4)",,,"1.收录基金季报披露的基金主要财务指标，主要有基金的本期利润、期末单位净值、期末净资产值等数据。
2.历史数据：2004年6月起-至今。
3.信息来源：基金公司披露的定期报告。","InnerCode,EndDate",季更新
公募基金主要财务指标(季报),MF_MainFinancialIndexQ,8,FairValueChangeIncome,公允价值变动损益,"decimal(19,4)",,,"1.收录基金季报披露的基金主要财务指标，主要有基金的本期利润、期末单位净值、期末净资产值等数据。
2.历史数据：2004年6月起-至今。
3.信息来源：基金公司披露的定期报告。","InnerCode,EndDate",季更新
公募基金主要财务指标(季报),MF_MainFinancialIndexQ,9,TotalProfitPerShare,加权平均基金份额本期利润,"decimal(19,4)",,,"1.收录基金季报披露的基金主要财务指标，主要有基金的本期利润、期末单位净值、期末净资产值等数据。
2.历史数据：2004年6月起-至今。
3.信息来源：基金公司披露的定期报告。","InnerCode,EndDate",季更新
公募基金主要财务指标(季报),MF_MainFinancialIndexQ,10,NetIncomePerShare,份额净收益,"decimal(18,6)",,,"1.收录基金季报披露的基金主要财务指标，主要有基金的本期利润、期末单位净值、期末净资产值等数据。
2.历史数据：2004年6月起-至今。
3.信息来源：基金公司披露的定期报告。","InnerCode,EndDate",季更新
公募基金主要财务指标(季报),MF_MainFinancialIndexQ,11,NetAssetsValue,期末基金资产净值,"decimal(19,4)",,,"1.收录基金季报披露的基金主要财务指标，主要有基金的本期利润、期末单位净值、期末净资产值等数据。
2.历史数据：2004年6月起-至今。
3.信息来源：基金公司披露的定期报告。","InnerCode,EndDate",季更新
公募基金主要财务指标(季报),MF_MainFinancialIndexQ,12,NVPerShare,期末基金份额净值,"decimal(19,4)",,,"1.收录基金季报披露的基金主要财务指标，主要有基金的本期利润、期末单位净值、期末净资产值等数据。
2.历史数据：2004年6月起-至今。
3.信息来源：基金公司披露的定期报告。","InnerCode,EndDate",季更新
公募基金主要财务指标(季报),MF_MainFinancialIndexQ,13,XGRQ,更新日期,datetime,否,,"1.收录基金季报披露的基金主要财务指标，主要有基金的本期利润、期末单位净值、期末净资产值等数据。
2.历史数据：2004年6月起-至今。
3.信息来源：基金公司披露的定期报告。","InnerCode,EndDate",季更新
公募基金主要财务指标(季报),MF_MainFinancialIndexQ,14,JSID,JSID,bigint,否,,"1.收录基金季报披露的基金主要财务指标，主要有基金的本期利润、期末单位净值、期末净资产值等数据。
2.历史数据：2004年6月起-至今。
3.信息来源：基金公司披露的定期报告。","InnerCode,EndDate",季更新
公募基金主要财务指标(季报),MF_MainFinancialIndexQ,主要财务指标,,,,,,"1.收录基金季报披露的基金主要财务指标，主要有基金的本期利润、期末单位净值、期末净资产值等数据。
2.历史数据：2004年6月起-至今。
3.信息来源：基金公司披露的定期报告。","InnerCode,EndDate",季更新
公募基金主要财务指标(季报),MF_MainFinancialIndexQ,最后修改日期: 2017-04-19,,,,,,"1.收录基金季报披露的基金主要财务指标，主要有基金的本期利润、期末单位净值、期末净资产值等数据。
2.历史数据：2004年6月起-至今。
3.信息来源：基金公司披露的定期报告。","InnerCode,EndDate",季更新
公募基金产品名称,MF_FundProdName,1,ID,ID,bigint,否,,"1.本表记录基金的交易所披露简称、集中申购简称、ETF申购赎回简称等基金相关的名称类信息。
2.历史数据：1998年3月起-至今。
3.信息来源：基金公司官网披露的产品说明书。","InnerCode,InfoType,EffectiveDate",日更新
